win,lose,probability
San Antonio Spurs,New Orleans Pelicans,0.9241503143931858
Los Angeles Clippers,Washington Wizards,0.6138366888686495
Chicago Bulls,Detroit Pistons,0.5412498421548798
Dallas Mavericks,Denver Nuggets,0.5899711905479774
Indiana Pacers,Washington Wizards,0.618557614136275
Minnesota Timberwolves,Phoenix Suns,0.6947790422576898
Oklahoma City Thunder,Atlanta Hawks,0.692854267496719
Charlotte Hornets,Los Angeles Lakers,0.9129366485495796
Golden State Warriors,Utah Jazz,0.8739701786247558
San Antonio Spurs,Houston Rockets,0.796974211228956
Los Angeles Clippers,Denver Nuggets,0.8104953986502842
Boston Celtics,Memphis Grizzlies,0.6558050033629794
Miami Heat,Orlando Magic,0.7666331097094738
Cleveland Cavaliers,Milwaukee Bucks,0.8648247758031931
Indiana Pacers,New York Knicks,0.6574718295039854
New Orleans Pelicans,Philadelphia 76ers,0.7014157825637257
Portland Trail Blazers,Sacramento Kings,0.6439821041174757
Toronto Raptors,Brooklyn Nets,0.9300841012588534
Atlanta Hawks,Minnesota Timberwolves,0.7786826498350469
Chicago Bulls,Washington Wizards,0.5729654710094494
Cleveland Cavaliers,Milwaukee Bucks,0.9092254052864883
Detroit Pistons,Memphis Grizzlies,0.6638318403771739
Oklahoma City Thunder,New Orleans Pelicans,0.8555740517576411
Houston Rockets,Phoenix Suns,0.7151552203503193
Portland Trail Blazers,Dallas Mavericks,0.7471186362619016
Utah Jazz,Sacramento Kings,0.7119815972255968
Golden State Warriors,Brooklyn Nets,0.9570544056199178
Boston Celtics,Indiana Pacers,0.5053430065821027
San Antonio Spurs,Los Angeles Clippers,0.6858983337549505
Miami Heat,Los Angeles Lakers,0.9189910216983387
New York Knicks,Orlando Magic,0.5301002605998226
Oklahoma City Thunder,Boston Celtics,0.6489210369969818
Charlotte Hornets,Chicago Bulls,0.7008666282307964
Cleveland Cavaliers,Brooklyn Nets,0.9557442214189751
Atlanta Hawks,Denver Nuggets,0.7199625319832677
Golden State Warriors,Detroit Pistons,0.8443635797645083
Los Angeles Clippers,Dallas Mavericks,0.7193665244253109
Houston Rockets,Memphis Grizzlies,0.5569053013860462
Washington Wizards,Milwaukee Bucks,0.6164510072902567
Minnesota Timberwolves,Sacramento Kings,0.5321035547399079
Miami Heat,New Orleans Pelicans,0.7170476664372181
Orlando Magic,Los Angeles Lakers,0.8253953993313198
Phoenix Suns,Philadelphia 76ers,0.7821240974256043
San Antonio Spurs,Portland Trail Blazers,0.6545343189038086
Toronto Raptors,Utah Jazz,0.6321005909486086
Golden State Warriors,Cleveland Cavaliers,0.5966480592718304
Los Angeles Clippers,Los Angeles Lakers,0.858504257041406
Boston Celtics,New York Knicks,0.6961140638197754
Oklahoma City Thunder,Minnesota Timberwolves,0.8755825182351443
San Antonio Spurs,Chicago Bulls,0.8673411743634519
Charlotte Hornets,Brooklyn Nets,0.8377240285946719
Indiana Pacers,Chicago Bulls,0.5085065997097765
Cleveland Cavaliers,Detroit Pistons,0.7493214724001589
Houston Rockets,Phoenix Suns,0.8248857594139938
Los Angeles Clippers,Denver Nuggets,0.8104953986502842
Atlanta Hawks,Minnesota Timberwolves,0.7216845575069197
Dallas Mavericks,New Orleans Pelicans,0.6084146133572681
Orlando Magic,Memphis Grizzlies,0.5654681391054152
Portland Trail Blazers,Toronto Raptors,0.5344531850759565
Sacramento Kings,Philadelphia 76ers,0.8641621744189825
Washington Wizards,Milwaukee Bucks,0.7246517051936283
Boston Celtics,Memphis Grizzlies,0.7451575132915337
Dallas Mavericks,Houston Rockets,0.5591607233686304
Utah Jazz,Los Angeles Lakers,0.7518802550851473
Oklahoma City Thunder,Miami Heat,0.6337845738015568
Atlanta Hawks,New York Knicks,0.8112579627640348
Chicago Bulls,Brooklyn Nets,0.8557555788500577
Denver Nuggets,Minnesota Timberwolves,0.5482180819928161
Detroit Pistons,Milwaukee Bucks,0.7319759585894802
Golden State Warriors,Toronto Raptors,0.7417283977101823
Los Angeles Clippers,New Orleans Pelicans,0.7682801103067867
Charlotte Hornets,Orlando Magic,0.6560086238562414
Portland Trail Blazers,Sacramento Kings,0.8298123806166224
San Antonio Spurs,Phoenix Suns,0.9494233423957193
Indiana Pacers,Washington Wizards,0.5196299418793527
Charlotte Hornets,Miami Heat,0.5552654302641429
Cleveland Cavaliers,Boston Celtics,0.7467183626057682
Dallas Mavericks,Los Angeles Lakers,0.7398039571706096
Oklahoma City Thunder,Memphis Grizzlies,0.8073887039487604
Toronto Raptors,Phoenix Suns,0.849667281568853
Utah Jazz,Philadelphia 76ers,0.9219285047423267
Atlanta Hawks,Detroit Pistons,0.628789500795753
Boston Celtics,Miami Heat,0.5584421517971905
Denver Nuggets,Philadelphia 76ers,0.8456605083612748
Golden State Warriors,Dallas Mavericks,0.8808226343414158
Los Angeles Clippers,Houston Rockets,0.5994387729569769
Indiana Pacers,Chicago Bulls,0.6612237817293686
Minnesota Timberwolves,Milwaukee Bucks,0.5746251696459134
New Orleans Pelicans,New York Knicks,0.5785602412454245
San Antonio Spurs,Portland Trail Blazers,0.7956335731792242
Washington Wizards,Brooklyn Nets,0.8501712854101198
Chicago Bulls,Milwaukee Bucks,0.7334474953489774
Cleveland Cavaliers,Charlotte Hornets,0.6715794789693127
Houston Rockets,New York Knicks,0.7525695237660244
Oklahoma City Thunder,Los Angeles Clippers,0.6538384424279737
Sacramento Kings,Memphis Grizzlies,0.5335460852282609
Utah Jazz,Phoenix Suns,0.8318778016091523
San Antonio Spurs,Atlanta Hawks,0.7352935192343071
Indiana Pacers,Orlando Magic,0.7166764756090989
Toronto Raptors,Los Angeles Lakers,0.8797666135998123
Miami Heat,Detroit Pistons,0.6493553069549463
Portland Trail Blazers,Minnesota Timberwolves,0.6793056267875803
Utah Jazz,Brooklyn Nets,0.758607651549915
Charlotte Hornets,Chicago Bulls,0.555028909757586
Cleveland Cavaliers,New Orleans Pelicans,0.916351828222153
Golden State Warriors,Denver Nuggets,0.9249894979343408
Houston Rockets,Washington Wizards,0.5768294753028285
Los Angeles Clippers,Phoenix Suns,0.8943799955933237
Oklahoma City Thunder,Milwaukee Bucks,0.8541827164291653
New York Knicks,Orlando Magic,0.5301002605998226
Boston Celtics,Utah Jazz,0.659336119427658
Dallas Mavericks,Washington Wizards,0.5809115479110782
Denver Nuggets,Sacramento Kings,0.5342334431323773
Indiana Pacers,Detroit Pistons,0.5103843740243494
Memphis Grizzlies,Los Angeles Lakers,0.6673120427222123
Minnesota Timberwolves,Philadelphia 76ers,0.7425848315986447
Miami Heat,Phoenix Suns,0.7817566385261667
San Antonio Spurs,Toronto Raptors,0.6882887520006576
Oklahoma City Thunder,Charlotte Hornets,0.6518482300348223
Cleveland Cavaliers,Chicago Bulls,0.8546206849974445
Golden State Warriors,Portland Trail Blazers,0.8350796333825292
Los Angeles Clippers,Memphis Grizzlies,0.784184191654997
New York Knicks,Milwaukee Bucks,0.5972852818188656
Atlanta Hawks,Orlando Magic,0.6605938852215647
Miami Heat,Sacramento Kings,0.6690124142549045
Dallas Mavericks,Phoenix Suns,0.8272914252103933
San Antonio Spurs,Denver Nuggets,0.8895527250357176
Charlotte Hornets,Detroit Pistons,0.5568838278442394
Oklahoma City Thunder,Houston Rockets,0.727803690974437
Indiana Pacers,Brooklyn Nets,0.8776052598299033
Atlanta Hawks,New Orleans Pelicans,0.7351833974253565
Portland Trail Blazers,Los Angeles Lakers,0.9383213411145711
Toronto Raptors,Utah Jazz,0.7470281580566601
Boston Celtics,Philadelphia 76ers,0.9420709979092933
Cleveland Cavaliers,Brooklyn Nets,0.9246911671438078
Golden State Warriors,Memphis Grizzlies,0.9128658873189865
Miami Heat,Los Angeles Lakers,0.8226142664840994
Milwaukee Bucks,New York Knicks,0.5812923331489501
Houston Rockets,Orlando Magic,0.5546176394798246
Los Angeles Clippers,Sacramento Kings,0.7256141361092737
Washington Wizards,Minnesota Timberwolves,0.7009495143391468
Boston Celtics,New Orleans Pelicans,0.8155930969901731
Toronto Raptors,Chicago Bulls,0.6470821612313683
Atlanta Hawks,Dallas Mavericks,0.5520209436907207
Indiana Pacers,New York Knicks,0.7834732473067886
Utah Jazz,Minnesota Timberwolves,0.6073339355805407
Oklahoma City Thunder,Denver Nuggets,0.8705508073329494
San Antonio Spurs,Charlotte Hornets,0.7644724837306118
Brooklyn Nets,Philadelphia 76ers,0.7277950547871568
Los Angeles Clippers,Miami Heat,0.6111409438753268
Orlando Magic,Los Angeles Lakers,0.6559773547869245
Utah Jazz,Memphis Grizzlies,0.5395407733416204
Washington Wizards,Milwaukee Bucks,0.6164510072902567
Cleveland Cavaliers,Phoenix Suns,0.9014320793066738
Portland Trail Blazers,Detroit Pistons,0.7129274559038483
Golden State Warriors,Sacramento Kings,0.9035312580106307
Toronto Raptors,Houston Rockets,0.7335495879964608
Oklahoma City Thunder,Chicago Bulls,0.7309246062433088
Dallas Mavericks,Minnesota Timberwolves,0.5920396221981445
New York Knicks,New Orleans Pelicans,0.6186291386123729
Atlanta Hawks,Brooklyn Nets,0.8404761119498835
Golden State Warriors,Miami Heat,0.8192141802812627
Charlotte Hornets,Houston Rockets,0.5511207500908288
Portland Trail Blazers,Los Angeles Lakers,0.805828467396078
Detroit Pistons,Sacramento Kings,0.5958420081956985
San Antonio Spurs,Milwaukee Bucks,0.9176285623101634
Toronto Raptors,Boston Celtics,0.6448926188721713
Cleveland Cavaliers,Utah Jazz,0.7354561597291782
Washington Wizards,Chicago Bulls,0.6070078683828349
Boston Celtics,Washington Wizards,0.6635108734039353
Los Angeles Clippers,Orlando Magic,0.7926301201300103
Houston Rockets,Minnesota Timberwolves,0.6239238995748837
Oklahoma City Thunder,Memphis Grizzlies,0.8510454009057432
New York Knicks,Philadelphia 76ers,0.7025035047794066
Cleveland Cavaliers,Portland Trail Blazers,0.584970903581302
New Orleans Pelicans,Brooklyn Nets,0.5789897074864001
Indiana Pacers,Denver Nuggets,0.6763197929662139
Golden State Warriors,Detroit Pistons,0.8613543552298344
Chicago Bulls,New York Knicks,0.5346284010812428
Dallas Mavericks,Phoenix Suns,0.687127010769883
San Antonio Spurs,Los Angeles Lakers,0.9669541210182129
Atlanta Hawks,Boston Celtics,0.537631014463305
Houston Rockets,Memphis Grizzlies,0.6690169030502859
Miami Heat,Milwaukee Bucks,0.7147667287860362
Oklahoma City Thunder,Minnesota Timberwolves,0.8469343490307714
Charlotte Hornets,Philadelphia 76ers,0.8981477819201824
Portland Trail Blazers,Orlando Magic,0.8150003508956889
Cleveland Cavaliers,Sacramento Kings,0.8376747517799784
Toronto Raptors,Brooklyn Nets,0.9300841012588534
Utah Jazz,Detroit Pistons,0.5573401889910703
Chicago Bulls,New Orleans Pelicans,0.7505882344306499
Los Angeles Clippers,Los Angeles Lakers,0.9295745623724477
San Antonio Spurs,Phoenix Suns,0.924774250647855
Utah Jazz,Orlando Magic,0.6907363701453965
Washington Wizards,Philadelphia 76ers,0.9136716484172163
Atlanta Hawks,Milwaukee Bucks,0.7979993372794506
Houston Rockets,Brooklyn Nets,0.7712139867085996
Dallas Mavericks,Minnesota Timberwolves,0.7168540642828275
Detroit Pistons,Los Angeles Lakers,0.771818610217208
Memphis Grizzlies,Chicago Bulls,0.5113656068457001
Oklahoma City Thunder,Sacramento Kings,0.8253269429234946
Toronto Raptors,New York Knicks,0.8703502622781404
Boston Celtics,Charlotte Hornets,0.5409103229756038
Denver Nuggets,Orlando Magic,0.5089202546158117
Golden State Warriors,Cleveland Cavaliers,0.6396225825886398
Indiana Pacers,New Orleans Pelicans,0.7843539438721975
Oklahoma City Thunder,Los Angeles Clippers,0.5979741699149961
Milwaukee Bucks,Philadelphia 76ers,0.8369041645775332
Atlanta Hawks,New York Knicks,0.7025381574272238
Utah Jazz,Phoenix Suns,0.7006589232312033
Portland Trail Blazers,Washington Wizards,0.5209066739958255
Toronto Raptors,Brooklyn Nets,0.8835635326666307
Chicago Bulls,Dallas Mavericks,0.5839558638770338
Denver Nuggets,Los Angeles Lakers,0.6301916426276954
Miami Heat,Houston Rockets,0.6583684748128764
San Antonio Spurs,Minnesota Timberwolves,0.9084390638874932
Boston Celtics,New York Knicks,0.814809858430019
Charlotte Hornets,Portland Trail Blazers,0.5824892479168792
Atlanta Hawks,Detroit Pistons,0.5619080034460648
Golden State Warriors,Oklahoma City Thunder,0.6596849746063299
Houston Rockets,Milwaukee Bucks,0.7365271263152502
Orlando Magic,New Orleans Pelicans,0.5102790265009127
Toronto Raptors,Philadelphia 76ers,0.9283781411218792
Indiana Pacers,Sacramento Kings,0.6428084533071574
Washington Wizards,Memphis Grizzlies,0.6555217835058011
Cleveland Cavaliers,Phoenix Suns,0.9440660325128135
Los Angeles Clippers,Minnesota Timberwolves,0.8173717592068538
Miami Heat,Dallas Mavericks,0.6878024295003767
Washington Wizards,New York Knicks,0.5803128376447916
San Antonio Spurs,Denver Nuggets,0.9045913496898668
Atlanta Hawks,Chicago Bulls,0.6986620259379364
Toronto Raptors,Charlotte Hornets,0.5582573409517781
Dallas Mavericks,Utah Jazz,0.5763663032975099
Golden State Warriors,Houston Rockets,0.8412737206938397
Indiana Pacers,Los Angeles Lakers,0.8050268236581697
Memphis Grizzlies,Sacramento Kings,0.6001802755808577
New Orleans Pelicans,Brooklyn Nets,0.7312135842028381
Orlando Magic,Milwaukee Bucks,0.6428230821457873
Portland Trail Blazers,Philadelphia 76ers,0.8802654008044859
Atlanta Hawks,Philadelphia 76ers,0.9407825446688258
Boston Celtics,Portland Trail Blazers,0.5856166313582781
Chicago Bulls,Sacramento Kings,0.6984712564037087
Charlotte Hornets,Brooklyn Nets,0.8959134469865554
San Antonio Spurs,Cleveland Cavaliers,0.5228020179901685
Los Angeles Clippers,Denver Nuggets,0.754325858669003
Detroit Pistons,Washington Wizards,0.5711260274132447
Houston Rockets,Memphis Grizzlies,0.5569053013860462
Miami Heat,Milwaukee Bucks,0.8119935498452698
New York Knicks,Phoenix Suns,0.7142217098544192
Utah Jazz,Indiana Pacers,0.5077417125125757
Dallas Mavericks,Los Angeles Lakers,0.8818889578738051
Minnesota Timberwolves,Denver Nuggets,0.5348203735325678
Golden State Warriors,Orlando Magic,0.891687310757217
Toronto Raptors,Phoenix Suns,0.9122563736617614
Los Angeles Clippers,Atlanta Hawks,0.5143176019777979
San Antonio Spurs,Brooklyn Nets,0.9428743397882536
Charlotte Hornets,Washington Wizards,0.6606306864402196
Detroit Pistons,Sacramento Kings,0.6968864279665485
Indiana Pacers,New York Knicks,0.7834732473067886
Golden State Warriors,Miami Heat,0.7742934789778172
Houston Rockets,Milwaukee Bucks,0.6372091396596056
Cleveland Cavaliers,New Orleans Pelicans,0.8661304824850338
Oklahoma City Thunder,Utah Jazz,0.7179508355273663
Utah Jazz,Denver Nuggets,0.605291350187295
Orlando Magic,Chicago Bulls,0.5136806265632161
Los Angeles Clippers,Philadelphia 76ers,0.9148806241280527
Minnesota Timberwolves,Phoenix Suns,0.5571002997888003
San Antonio Spurs,Toronto Raptors,0.6400989898206836
Boston Celtics,Washington Wizards,0.5634985942506039
Boston Celtics,Houston Rockets,0.6434155068981369
Miami Heat,Brooklyn Nets,0.8278628919379325
Atlanta Hawks,Chicago Bulls,0.5600575018302507
Golden State Warriors,Charlotte Hornets,0.7877475495808788
Cleveland Cavaliers,Sacramento Kings,0.8939801743654956
Dallas Mavericks,New York Knicks,0.7556743921985722
Toronto Raptors,Memphis Grizzlies,0.7388597236550654
Milwaukee Bucks,Philadelphia 76ers,0.8369041645775332
Oklahoma City Thunder,New Orleans Pelicans,0.8555740517576411
Portland Trail Blazers,Los Angeles Lakers,0.9383213411145711
Denver Nuggets,Phoenix Suns,0.6965906661145147
Indiana Pacers,Minnesota Timberwolves,0.6781902326302651
Oklahoma City Thunder,Dallas Mavericks,0.8012183996764642
Utah Jazz,Los Angeles Lakers,0.8852266111609715
Atlanta Hawks,Washington Wizards,0.6582741312886647
Boston Celtics,Orlando Magic,0.7546528999427154
Miami Heat,Chicago Bulls,0.5374738043454059
Cleveland Cavaliers,Brooklyn Nets,0.9557442214189751
Indiana Pacers,Sacramento Kings,0.7368186811743098
San Antonio Spurs,New Orleans Pelicans,0.8968761628831033
Charlotte Hornets,New York Knicks,0.6982607190646418
Houston Rockets,Philadelphia 76ers,0.8520284815622008
Portland Trail Blazers,Memphis Grizzlies,0.8072439659971037
Toronto Raptors,Milwaukee Bucks,0.8605290630886304
Charlotte Hornets,Sacramento Kings,0.7706834100398602
Golden State Warriors,Los Angeles Clippers,0.7759591184853434
Miami Heat,Detroit Pistons,0.6493553069549463
Boston Celtics,Milwaukee Bucks,0.7269722455842367
Minnesota Timberwolves,Brooklyn Nets,0.7444139284987804
Denver Nuggets,Phoenix Suns,0.568273617104632
Utah Jazz,Memphis Grizzlies,0.6798168287199147
Atlanta Hawks,New York Knicks,0.8112579627640348
Chicago Bulls,Philadelphia 76ers,0.9171199323544933
Cleveland Cavaliers,Oklahoma City Thunder,0.5726594817086764
Indiana Pacers,Houston Rockets,0.5974065461949954
Washington Wizards,New Orleans Pelicans,0.6190991798423668
Golden State Warriors,Portland Trail Blazers,0.718953646821085
San Antonio Spurs,Dallas Mavericks,0.8503569263011845
Toronto Raptors,Orlando Magic,0.8243456119106781
Boston Celtics,Detroit Pistons,0.6342270133655028
Cleveland Cavaliers,Dallas Mavericks,0.7417199014801631
Miami Heat,Brooklyn Nets,0.9030258662845625
Minnesota Timberwolves,Orlando Magic,0.5067814794066424
Sacramento Kings,Philadelphia 76ers,0.7532036488709147
Memphis Grizzlies,Phoenix Suns,0.6077405880009887
Houston Rockets,Sacramento Kings,0.7017906861529571
Denver Nuggets,Los Angeles Lakers,0.6301916426276954
Portland Trail Blazers,Charlotte Hornets,0.6279094168558227
San Antonio Spurs,Oklahoma City Thunder,0.5984595038045241
Toronto Raptors,New Orleans Pelicans,0.8709358075038963
Washington Wizards,New York Knicks,0.7411630671374584
Toronto Raptors,Boston Celtics,0.5550803491332289
New York Knicks,Brooklyn Nets,0.5802565289248154
Cleveland Cavaliers,Minnesota Timberwolves,0.8992014144655582
Dallas Mavericks,Philadelphia 76ers,0.9195611723901355
Memphis Grizzlies,Denver Nuggets,0.5037372285550579
Detroit Pistons,New Orleans Pelicans,0.7491789649648646
Golden State Warriors,Charlotte Hornets,0.8084853869169103
Miami Heat,Atlanta Hawks,0.5521684295564979
Oklahoma City Thunder,Chicago Bulls,0.8226164049008805
Indiana Pacers,Orlando Magic,0.6126763431179922
Los Angeles Clippers,Phoenix Suns,0.8241460540725651
Utah Jazz,Milwaukee Bucks,0.7459606703012869
Atlanta Hawks,Houston Rockets,0.5561581897680862
Golden State Warriors,Los Angeles Clippers,0.7467322135251895
San Antonio Spurs,Philadelphia 76ers,0.9781660390033072
Washington Wizards,Los Angeles Lakers,0.8736202526863904
Boston Celtics,Los Angeles Lakers,0.9139544428051554
Indiana Pacers,Brooklyn Nets,0.8106760724252062
Denver Nuggets,Milwaukee Bucks,0.5767154735046215
Detroit Pistons,Minnesota Timberwolves,0.7086507590116521
Houston Rockets,Chicago Bulls,0.6213055954179723
Oklahoma City Thunder,Memphis Grizzlies,0.8510454009057432
Toronto Raptors,Orlando Magic,0.7370679506250696
Portland Trail Blazers,Dallas Mavericks,0.7471186362619016
Sacramento Kings,Phoenix Suns,0.7271976050258419
Atlanta Hawks,Orlando Magic,0.7503007916054835
Indiana Pacers,Detroit Pistons,0.5877920279971018
Miami Heat,Philadelphia 76ers,0.9455598373711736
Memphis Grizzlies,Minnesota Timberwolves,0.5058763334833516
Cleveland Cavaliers,New York Knicks,0.8462518695197252
Milwaukee Bucks,Phoenix Suns,0.528362298026738
Golden State Warriors,Sacramento Kings,0.9035312580106307
San Antonio Spurs,Denver Nuggets,0.9045913496898668
Charlotte Hornets,Utah Jazz,0.5389240520878803
Washington Wizards,New Orleans Pelicans,0.7421592200003079
Los Angeles Clippers,Boston Celtics,0.5084790016012385
Toronto Raptors,Brooklyn Nets,0.8835635326666307
Oklahoma City Thunder,Portland Trail Blazers,0.7341434874676305
Atlanta Hawks,Utah Jazz,0.654068279847814
Dallas Mavericks,Denver Nuggets,0.5899711905479774
Detroit Pistons,Philadelphia 76ers,0.9165470092031771
Oklahoma City Thunder,Indiana Pacers,0.6920772757344915
San Antonio Spurs,Memphis Grizzlies,0.8602192957123141
Miami Heat,Minnesota Timberwolves,0.7029978356710198
New Orleans Pelicans,Phoenix Suns,0.6801167574403054
New York Knicks,Los Angeles Lakers,0.7957380285757183
Chicago Bulls,Sacramento Kings,0.5185570452475728
Toronto Raptors,Los Angeles Clippers,0.5959379967790824
Cleveland Cavaliers,Washington Wizards,0.7562102769490251
Charlotte Hornets,Brooklyn Nets,0.8959134469865554
Portland Trail Blazers,Dallas Mavericks,0.5016472681305233
Houston Rockets,Orlando Magic,0.6801314625528445
Atlanta Hawks,Denver Nuggets,0.7707581160828062
Washington Wizards,Brooklyn Nets,0.7551774039346243
Detroit Pistons,Los Angeles Lakers,0.8776509805520247
Golden State Warriors,Chicago Bulls,0.8947769423904981
Cleveland Cavaliers,Indiana Pacers,0.7105410056131463
Memphis Grizzlies,Phoenix Suns,0.7502944106148485
Miami Heat,Milwaukee Bucks,0.7147667287860362
Toronto Raptors,Minnesota Timberwolves,0.7887947194718835
Utah Jazz,New Orleans Pelicans,0.6234854460041858
Los Angeles Clippers,New York Knicks,0.7382623176336514
San Antonio Spurs,Philadelphia 76ers,0.9657461154049962
Boston Celtics,Sacramento Kings,0.6823055914821935
Charlotte Hornets,Houston Rockets,0.640456520240204
Dallas Mavericks,Utah Jazz,0.5763663032975099
Cleveland Cavaliers,Oklahoma City Thunder,0.508146822741248
Orlando Magic,Philadelphia 76ers,0.8786062229837585
Portland Trail Blazers,Boston Celtics,0.6302819793372006
Miami Heat,Brooklyn Nets,0.8278628919379325
San Antonio Spurs,Detroit Pistons,0.800722157842344
Golden State Warriors,Memphis Grizzlies,0.8925789793489645
Milwaukee Bucks,Los Angeles Lakers,0.7701950596307494
Minnesota Timberwolves,New Orleans Pelicans,0.5963583932724617
New York Knicks,Denver Nuggets,0.5579697775759545
Chicago Bulls,Phoenix Suns,0.6562152792896068
Atlanta Hawks,Sacramento Kings,0.6888911332412777
Indiana Pacers,Washington Wizards,0.5196299418793527
Los Angeles Clippers,Charlotte Hornets,0.5116960247445936
Cleveland Cavaliers,Denver Nuggets,0.8950103662753465
Dallas Mavericks,Orlando Magic,0.6837633522496089
Houston Rockets,Phoenix Suns,0.8248857594139938
Indiana Pacers,Milwaukee Bucks,0.7688190169506425
Golden State Warriors,Oklahoma City Thunder,0.6521841912142625
Miami Heat,Philadelphia 76ers,0.891482817859107
Boston Celtics,Utah Jazz,0.5363964517375079
Chicago Bulls,Minnesota Timberwolves,0.5577794592190595
San Antonio Spurs,New York Knicks,0.8809354445748137
Sacramento Kings,New Orleans Pelicans,0.6337195211117455
Toronto Raptors,Detroit Pistons,0.7256934925711522
